,Day,rBias,Fly ID,Drug Treatment,Batch #,Date
638,15,0.4020887728,63,aMW,1,11/14
639,15,0.475826972,64,aMW,1,11/14
640,15,0.4476190476,65,aMW,1,11/14
641,15,,66,aMW,1,11/14
642,15,,67,aMW,1,11/14
643,15,,68,aMW,1,11/14
644,15,,69,aMW,1,11/14
645,15,,70,aMW,1,11/14
646,15,0.4379562044,71,aMW,1,11/14
647,15,0.3609756098,72,aMW,1,11/14
648,15,0.5640394089,73,aMW,1,11/14
649,15,,74,aMW,1,11/14
650,15,,75,aMW,1,11/14
651,15,,76,aMW,1,11/14
652,15,0.42857142859999997,77,aMW,1,11/14
653,15,0.2610619469,78,aMW,1,11/14
654,15,0.37164750960000004,79,aMW,1,11/14
655,15,0.5450980392,80,aMW,1,11/14
656,15,,81,aMW,1,11/14
657,15,0.6570512821,82,aMW,1,11/14
658,15,,83,aMW,1,11/14
659,15,0.55,84,aMW,1,11/14
660,15,0.49776453060000003,85,aMW,1,11/14
661,15,,86,aMW,1,11/14
662,15,0.6611418048,87,aMW,1,11/14
663,15,,88,aMW,1,11/14
664,15,0.4450127877,89,aMW,1,11/14
665,15,0.6277056277,90,aMW,1,11/14
666,15,,91,aMW,1,11/14
667,15,0.4017278618,92,aMW,1,11/14
668,15,0.4115755627,93,aMW,1,11/14
669,15,0.3944954128,94,aMW,1,11/14
670,15,,95,aMW,1,11/14
671,15,,96,aMW,1,11/14
672,16,,1,aMW,1,11/15
673,16,,2,aMW,1,11/15
674,16,,3,aMW,1,11/15
675,16,0.625,4,aMW,1,11/15
676,16,,5,aMW,1,11/15
677,16,,6,aMW,1,11/15
678,16,,7,aMW,1,11/15
679,16,0.4633431085,8,aMW,1,11/15
680,16,,9,aMW,1,11/15
681,16,0.3253012048,10,aMW,1,11/15
682,16,,11,aMW,1,11/15
683,16,,12,aMW,1,11/15
684,16,,13,aMW,1,11/15
685,16,0.3266666667,14,aMW,1,11/15
686,16,,15,aMW,1,11/15
687,16,0.509765625,16,aMW,1,11/15
688,16,0.45,17,aMW,1,11/15
689,16,,18,aMW,1,11/15
690,16,,19,aMW,1,11/15
691,16,,20,aMW,1,11/15
692,16,0.6991525423999999,21,aMW,1,11/15
693,16,,22,aMW,1,11/15
694,16,,23,aMW,1,11/15
695,16,,24,aMW,1,11/15
696,16,0.43383947939999995,25,aMW,1,11/15
697,16,0.45901639340000006,26,aMW,1,11/15
698,16,0.6015037594,27,aMW,1,11/15
699,16,0.5475113121999999,28,aMW,1,11/15
700,16,0.35123966939999995,29,aMW,1,11/15
701,16,0.4516129032,30,aMW,1,11/15
702,16,0.45945945950000006,31,aMW,1,11/15
703,16,,32,aMW,1,11/15
704,16,,33,aMW,1,11/15
705,16,0.4073033708,34,aMW,1,11/15
706,16,0.5734072022,35,aMW,1,11/15
707,16,,36,aMW,1,11/15
708,16,0.5094339622999999,37,aMW,1,11/15
709,16,0.37735849060000004,38,aMW,1,11/15
710,16,,39,aMW,1,11/15
711,16,,40,aMW,1,11/15
712,16,,41,aMW,1,11/15
713,16,0.4457142857,42,aMW,1,11/15
714,16,0.2827586207,43,aMW,1,11/15
715,16,0.1282051282,44,aMW,1,11/15
716,16,,45,aMW,1,11/15
717,16,,46,aMW,1,11/15
718,16,0.5019011407,47,aMW,1,11/15
719,16,,48,aMW,1,11/15
720,16,,49,aMW,1,11/15
721,16,,50,aMW,1,11/15
722,16,,51,aMW,1,11/15
723,16,,52,aMW,1,11/15
724,16,0.6370023418999999,53,aMW,1,11/15
725,16,0.6729323308,54,aMW,1,11/15
726,16,0.39419087140000003,55,aMW,1,11/15
727,16,0.2456896552,56,aMW,1,11/15
728,16,0.3828828829,57,aMW,1,11/15
729,16,0.435483871,58,aMW,1,11/15
730,16,,59,aMW,1,11/15
731,16,0.5885286783,60,aMW,1,11/15
732,16,0.35164835159999996,61,aMW,1,11/15
733,16,0.4830508475,62,aMW,1,11/15
734,16,0.34158415840000006,63,aMW,1,11/15
735,16,0.36796536799999996,64,aMW,1,11/15
736,16,0.5573770492,65,aMW,1,11/15
737,16,,66,aMW,1,11/15
738,16,,67,aMW,1,11/15
739,16,,68,aMW,1,11/15
740,16,,69,aMW,1,11/15
741,16,,70,aMW,1,11/15
742,16,0.4361111111,71,aMW,1,11/15
743,16,0.36121673,72,aMW,1,11/15
744,16,0.530952381,73,aMW,1,11/15
745,16,,74,aMW,1,11/15
746,16,,75,aMW,1,11/15
747,16,,76,aMW,1,11/15
748,16,0.42105263159999995,77,aMW,1,11/15
749,16,0.3563218391,78,aMW,1,11/15
750,16,0.34387351780000003,79,aMW,1,11/15
751,16,0.4797507788,80,aMW,1,11/15
752,16,,81,aMW,1,11/15
753,16,0.3431635389,82,aMW,1,11/15
754,16,,83,aMW,1,11/15
755,16,0.5869565217,84,aMW,1,11/15
756,16,,85,aMW,1,11/15
757,16,,86,aMW,1,11/15
758,16,0.6702898550999999,87,aMW,1,11/15
759,16,,88,aMW,1,11/15
760,16,0.5324909747,89,aMW,1,11/15
761,16,0.5164835165,90,aMW,1,11/15
762,16,,91,aMW,1,11/15
763,16,0.4754098361,92,aMW,1,11/15
764,16,0.4839285714,93,aMW,1,11/15
765,16,0.3874538745,94,aMW,1,11/15
766,16,,95,aMW,1,11/15
767,16,,96,aMW,1,11/15
768,17,,1,aMW,1,11/16
769,17,,2,aMW,1,11/16
770,17,,3,aMW,1,11/16
771,17,0.5226781857,4,aMW,1,11/16
772,17,,5,aMW,1,11/16
773,17,,6,aMW,1,11/16
774,17,,7,aMW,1,11/16
775,17,0.3951612903,8,aMW,1,11/16
776,17,,9,aMW,1,11/16
777,17,0.3441860465,10,aMW,1,11/16
778,17,,11,aMW,1,11/16
779,17,,12,aMW,1,11/16
780,17,,13,aMW,1,11/16
781,17,,14,aMW,1,11/16
782,17,,15,aMW,1,11/16
783,17,,16,aMW,1,11/16
784,17,0.46135831380000003,17,aMW,1,11/16
785,17,,18,aMW,1,11/16
786,17,,19,aMW,1,11/16
787,17,,20,aMW,1,11/16
788,17,,21,aMW,1,11/16
789,17,,22,aMW,1,11/16
790,17,,23,aMW,1,11/16
791,17,,24,aMW,1,11/16
792,17,0.1958997722,25,aMW,1,11/16
793,17,0.22345483359999999,26,aMW,1,11/16
794,17,,27,aMW,1,11/16
795,17,,28,aMW,1,11/16
796,17,,29,aMW,1,11/16
797,17,,30,aMW,1,11/16
798,17,,31,aMW,1,11/16
799,17,,32,aMW,1,11/16
800,17,,33,aMW,1,11/16
801,17,0.4691358025,34,aMW,1,11/16
802,17,,35,aMW,1,11/16
803,17,,36,aMW,1,11/16
804,17,0.3903133903,37,aMW,1,11/16
805,17,,38,aMW,1,11/16
806,17,,39,aMW,1,11/16
807,17,,40,aMW,1,11/16
808,17,,41,aMW,1,11/16
809,17,0.4307359307,42,aMW,1,11/16
810,17,0.592920354,43,aMW,1,11/16
811,17,0.5557522124000001,44,aMW,1,11/16
812,17,,45,aMW,1,11/16
813,17,,46,aMW,1,11/16
814,17,,47,aMW,1,11/16
815,17,,48,aMW,1,11/16
816,17,,49,aMW,1,11/16
817,17,,50,aMW,1,11/16
818,17,,51,aMW,1,11/16
819,17,,52,aMW,1,11/16
820,17,0.1459968603,53,aMW,1,11/16
821,17,0.43672456579999996,54,aMW,1,11/16
822,17,,55,aMW,1,11/16
823,17,,56,aMW,1,11/16
824,17,,57,aMW,1,11/16
825,17,0.7158774373000001,58,aMW,1,11/16
826,17,0.4714285714,59,aMW,1,11/16
827,17,0.4989775051,60,aMW,1,11/16
828,17,,61,aMW,1,11/16
829,17,0.6170212766,62,aMW,1,11/16
830,17,0.5226130653,63,aMW,1,11/16
831,17,,64,aMW,1,11/16
832,17,,65,aMW,1,11/16
833,17,,66,aMW,1,11/16
834,17,,67,aMW,1,11/16
835,17,,68,aMW,1,11/16
836,17,,69,aMW,1,11/16
837,17,,70,aMW,1,11/16
838,17,0.7641129031999999,71,aMW,1,11/16
839,17,0.3868921776,72,aMW,1,11/16
840,17,,73,aMW,1,11/16
841,17,,74,aMW,1,11/16
842,17,,75,aMW,1,11/16
843,17,,76,aMW,1,11/16
844,17,,77,aMW,1,11/16
845,17,,78,aMW,1,11/16
846,17,,79,aMW,1,11/16
847,17,0.2145214521,80,aMW,1,11/16
848,17,,81,aMW,1,11/16
849,17,,82,aMW,1,11/16
850,17,,83,aMW,1,11/16
851,17,,84,aMW,1,11/16
852,17,,85,aMW,1,11/16
853,17,,86,aMW,1,11/16
854,17,0.375,87,aMW,1,11/16
855,17,,88,aMW,1,11/16
856,17,0.349726776,89,aMW,1,11/16
857,17,,90,aMW,1,11/16
858,17,,91,aMW,1,11/16
859,17,,92,aMW,1,11/16
860,17,0.6462167689,93,aMW,1,11/16
861,17,,94,aMW,1,11/16
862,17,,95,aMW,1,11/16
863,17,,96,aMW,1,11/16
0,1,0.3553921569,1,Control,1,10/31
1,1,0.3045977011,2,Control,1,10/31
2,1,0.5851735015999999,3,Control,1,10/31
3,1,0.41100323619999996,4,Control,1,10/31
4,1,0.4910179641,5,Control,1,10/31
5,1,0.5636363636,6,Control,1,10/31
6,1,0.49180327869999996,7,Control,1,10/31
7,1,0.5827814570000001,8,Control,1,10/31
8,1,0.4511627907,9,Control,1,10/31
9,1,0.4144295302,10,Control,1,10/31
10,1,0.5041322314,11,Control,1,10/31
11,1,0.5573529412,12,Control,1,10/31
12,1,0.7265625,13,Control,1,10/31
13,1,0.5392405063,14,Control,1,10/31
14,1,0.3135755258,15,Control,1,10/31
15,1,0.3595505618,16,Control,1,10/31
16,1,0.4529667149,17,Control,1,10/31
17,1,0.5436681223,18,Control,1,10/31
18,1,0.4272727273,19,Control,1,10/31
19,1,0.3885017422,20,Control,1,10/31
20,1,0.38938053100000003,21,Control,1,10/31
21,1,0.7836166924,22,Control,1,10/31
22,1,0.6923076923,23,Control,1,10/31
23,1,0.48275862070000003,24,Control,1,10/31
24,1,0.48861283640000003,25,Control,1,10/31
25,1,0.5454545454999999,26,Control,1,10/31
26,1,0.6212319789999999,27,Control,1,10/31
27,1,0.6283185841,28,Control,1,10/31
28,1,0.641322314,29,Control,1,10/31
29,1,0.582278481,30,Control,1,10/31
30,1,0.3826955075,31,Control,1,10/31
31,1,0.6238859179999999,32,Control,1,10/31
32,1,0.5064935065,33,Control,1,10/31
33,1,0.4449648712,34,Control,1,10/31
34,1,0.4258373206,35,Control,1,10/31
35,1,0.3483870968,36,Control,1,10/31
36,1,0.6739130434999999,37,Control,1,10/31
37,1,0.6875,38,Control,1,10/31
38,1,0.564516129,39,Control,1,10/31
39,1,0.4807692308,40,Control,1,10/31
40,1,0.4988662132,41,Control,1,10/31
41,1,0.5192307692,42,Control,1,10/31
42,1,0.3333333333,43,Control,1,10/31
43,1,0.40366972479999996,44,Control,1,10/31
44,1,0.3146718147,45,Control,1,10/31
45,1,0.3446712018,46,Control,1,10/31
46,1,0.7728873239,47,Control,1,10/31
47,1,0.4725738397,48,Control,1,10/31
48,1,0.4325699746,49,Control,1,10/31
49,1,0.5,50,Control,1,10/31
50,1,0.5839694656000001,51,Control,1,10/31
51,1,0.375,52,Control,1,10/31
52,1,0.4409221902,53,Control,1,10/31
53,1,0.5612244898,54,Control,1,10/31
54,1,0.4418604651,55,Control,1,10/31
55,1,0.595505618,56,Control,1,10/31
56,1,0.5714285714,57,Control,1,10/31
57,1,0.3325242718,58,Control,1,10/31
58,1,0.5148514851,59,Control,1,10/31
59,1,0.45255474450000005,60,Control,1,10/31
60,1,0.501510574,61,Control,1,10/31
61,1,0.703030303,62,Control,1,10/31
62,1,0.2781844802,63,Control,1,10/31
63,1,0.39879154079999996,64,Control,1,10/31
64,1,0.6638513514,65,Control,1,10/31
65,1,0.4516129032,66,Control,1,10/31
66,1,0.3870967742,67,Control,1,10/31
67,1,0.4511041009,68,Control,1,10/31
68,1,0.6030927835000001,69,Control,1,10/31
69,1,0.6478873239,70,Control,1,10/31
70,1,0.631713555,71,Control,1,10/31
71,1,0.3846153846,72,Control,1,10/31
72,1,0.3333333333,73,Control,1,10/31
73,1,0.49519230770000006,74,Control,1,10/31
74,1,0.3017751479,75,Control,1,10/31
75,1,0.507223114,76,Control,1,10/31
76,1,0.5581395349,77,Control,1,10/31
77,1,0.3240223464,78,Control,1,10/31
78,1,0.6,79,Control,1,10/31
79,1,0.6396526773,80,Control,1,10/31
80,1,0.4663865546,81,Control,1,10/31
81,1,0.5584415584,82,Control,1,10/31
82,1,0.25,83,Control,1,10/31
83,1,0.6783216783,84,Control,1,10/31
84,1,0.625,85,Control,1,10/31
85,1,0.4272997033,86,Control,1,10/31
86,1,0.6477272727000001,87,Control,1,10/31
87,1,0.6377777778,88,Control,1,10/31
88,1,0.4609375,89,Control,1,10/31
89,1,0.3990147783,90,Control,1,10/31
90,1,0.5030927835,91,Control,1,10/31
91,1,,92,Control,1,10/31
92,1,0.4180522565,93,Control,1,10/31
93,1,0.6437659032999999,94,Control,1,10/31
94,1,0.6748768473000001,95,Control,1,10/31
95,1,0.5649546828,96,Control,1,10/31
96,2,0.1002949853,1,Control,1,11/1
97,2,0.42105263159999995,2,Control,1,11/1
98,2,0.4889643463,3,Control,1,11/1
99,2,0.4883268482,4,Control,1,11/1
100,2,0.5581395349,5,Control,1,11/1
101,2,0.5,6,Control,1,11/1
102,2,0.625,7,Control,1,11/1
103,2,0.4157303371,8,Control,1,11/1
104,2,0.38873239439999996,9,Control,1,11/1
105,2,0.4228971963,10,Control,1,11/1
106,2,0.29213483149999997,11,Control,1,11/1
107,2,0.5172413793,12,Control,1,11/1
108,2,0.8333333333,13,Control,1,11/1
109,2,0.3897550111,14,Control,1,11/1
110,2,0.4446854664,15,Control,1,11/1
111,2,0.2941176471,16,Control,1,11/1
112,2,0.4258555133,17,Control,1,11/1
113,2,0.5555555556,18,Control,1,11/1
114,2,0.4375,19,Control,1,11/1
115,2,0.40940766549999996,20,Control,1,11/1
116,2,0.4352941176,21,Control,1,11/1
117,2,0.7181008902,22,Control,1,11/1
118,2,,23,Control,1,11/1
119,2,0.47791164659999996,24,Control,1,11/1
120,2,0.5802098951,25,Control,1,11/1
121,2,0.6138888889,26,Control,1,11/1
122,2,0.5380184332,27,Control,1,11/1
123,2,0.7635135135,28,Control,1,11/1
124,2,0.421875,29,Control,1,11/1
125,2,0.5811088296,30,Control,1,11/1
126,2,0.4012269939,31,Control,1,11/1
127,2,0.6942408377,32,Control,1,11/1
128,2,0.7441860465000001,33,Control,1,11/1
129,2,0.3575268817,34,Control,1,11/1
130,2,0.4641943734,35,Control,1,11/1
131,2,0.5131578947,36,Control,1,11/1
132,2,,37,Control,1,11/1
133,2,0.4892966361,38,Control,1,11/1
134,2,0.6203592814,39,Control,1,11/1
135,2,0.44076655049999997,40,Control,1,11/1
136,2,0.49221789880000005,41,Control,1,11/1
137,2,0.47402597399999996,42,Control,1,11/1
138,2,0.5327754533,43,Control,1,11/1
139,2,0.42857142859999997,44,Control,1,11/1
140,2,0.643081761,45,Control,1,11/1
141,2,0.3421487603,46,Control,1,11/1
142,2,0.6418269231,47,Control,1,11/1
143,2,0.5,48,Control,1,11/1
144,2,0.5490196078,49,Control,1,11/1
145,2,0.5863970588,50,Control,1,11/1
146,2,0.5703517588,51,Control,1,11/1
147,2,0.6773888362999999,52,Control,1,11/1
148,2,0.48818897640000003,53,Control,1,11/1
149,2,0.659370725,54,Control,1,11/1
150,2,0.5416666667,55,Control,1,11/1
151,2,0.493877551,56,Control,1,11/1
152,2,0.5,57,Control,1,11/1
153,2,0.1911504425,58,Control,1,11/1
154,2,0.6150943396,59,Control,1,11/1
155,2,0.3808095952,60,Control,1,11/1
156,2,0.5825396825,61,Control,1,11/1
157,2,0.5546058879,62,Control,1,11/1
158,2,0.35597189700000004,63,Control,1,11/1
159,2,0.4684210526,64,Control,1,11/1
160,2,0.7509578544,65,Control,1,11/1
161,2,0.5660377357999999,66,Control,1,11/1
162,2,0.5351170569,67,Control,1,11/1
163,2,0.5025252525,68,Control,1,11/1
164,2,0.4921259843,69,Control,1,11/1
165,2,0.8318804483,70,Control,1,11/1
166,2,0.5597381342000001,71,Control,1,11/1
167,2,0.4585448393,72,Control,1,11/1
168,2,0.5565217390999999,73,Control,1,11/1
169,2,0.4232142857,74,Control,1,11/1
170,2,0.2559652928,75,Control,1,11/1
171,2,0.5134818288,76,Control,1,11/1
172,2,0.48083067090000003,77,Control,1,11/1
173,2,0.28185328190000003,78,Control,1,11/1
174,2,0.5249480249,79,Control,1,11/1
175,2,0.4843517139,80,Control,1,11/1
176,2,0.5691382765999999,81,Control,1,11/1
177,2,0.6190476189999999,82,Control,1,11/1
178,2,0.38800705469999996,83,Control,1,11/1
179,2,0.18983557550000002,84,Control,1,11/1
180,2,,85,Control,1,11/1
181,2,0.5026455026,86,Control,1,11/1
182,2,0.7264770240999999,87,Control,1,11/1
183,2,0.7476882431,88,Control,1,11/1
184,2,0.47095959600000004,89,Control,1,11/1
185,2,0.4737654321,90,Control,1,11/1
186,2,0.4985835694,91,Control,1,11/1
187,2,0.3044354839,92,Control,1,11/1
188,2,0.3389513109,93,Control,1,11/1
189,2,0.6920980926000001,94,Control,1,11/1
190,2,0.6416083915999999,95,Control,1,11/1
191,2,0.6205128205,96,Control,1,11/1
192,3,0.042194092829999995,1,Control,1,11/2
193,3,,2,Control,1,11/2
194,3,,3,Control,1,11/2
195,3,0.48292682929999997,4,Control,1,11/2
196,3,0.44444444439999997,5,Control,1,11/2
197,3,0.3636363636,6,Control,1,11/2
198,3,0.5555555556,7,Control,1,11/2
199,3,0.49122807020000003,8,Control,1,11/2
200,3,,9,Control,1,11/2
201,3,0.5,10,Control,1,11/2
202,3,0.3378378378,11,Control,1,11/2
203,3,0.5384615385,12,Control,1,11/2
204,3,0.5853658536999999,13,Control,1,11/2
205,3,0.36823104689999997,14,Control,1,11/2
206,3,0.3878205128,15,Control,1,11/2
207,3,0.4055415617,16,Control,1,11/2
208,3,0.3832752613,17,Control,1,11/2
209,3,0.48977395049999994,18,Control,1,11/2
210,3,,19,Control,1,11/2
211,3,0.4758842444,20,Control,1,11/2
212,3,0.4221453287,21,Control,1,11/2
213,3,0.3164556962,22,Control,1,11/2
214,3,,23,Control,1,11/2
215,3,0.4803370787,24,Control,1,11/2
216,3,0.563583815,25,Control,1,11/2
217,3,0.5205992509,26,Control,1,11/2
218,3,0.5090909091,27,Control,1,11/2
219,3,0.7556818181999999,28,Control,1,11/2
220,3,0.6334661355,29,Control,1,11/2
221,3,0.5063291139,30,Control,1,11/2
222,3,0.3985294118,31,Control,1,11/2
223,3,0.70125,32,Control,1,11/2
224,3,0.5925925926,33,Control,1,11/2
225,3,0.4006849315,34,Control,1,11/2
226,3,0.3528037383,35,Control,1,11/2
227,3,0.3636363636,36,Control,1,11/2
228,3,,37,Control,1,11/2
229,3,0.4715025907,38,Control,1,11/2
230,3,0.5561403509,39,Control,1,11/2
231,3,0.409221902,40,Control,1,11/2
232,3,0.2787234043,41,Control,1,11/2
233,3,0.43478260869999996,42,Control,1,11/2
234,3,0.22257053289999998,43,Control,1,11/2
235,3,,44,Control,1,11/2
236,3,0.2549800797,45,Control,1,11/2
237,3,0.3229927007,46,Control,1,11/2
238,3,0.4341637011,47,Control,1,11/2
239,3,0.6006944444,48,Control,1,11/2
240,3,0.5620437956000001,49,Control,1,11/2
241,3,0.644012945,50,Control,1,11/2
242,3,0.6444159178,51,Control,1,11/2
243,3,0.650994575,52,Control,1,11/2
244,3,0.3076923077,53,Control,1,11/2
245,3,0.47910863509999996,54,Control,1,11/2
246,3,,55,Control,1,11/2
247,3,0.49812030079999997,56,Control,1,11/2
248,3,0.1893004115,57,Control,1,11/2
249,3,0.3947368421,58,Control,1,11/2
250,3,0.487804878,59,Control,1,11/2
251,3,0.4483870968,60,Control,1,11/2
252,3,0.4799235182,61,Control,1,11/2
253,3,,62,Control,1,11/2
254,3,0.2785956965,63,Control,1,11/2
255,3,0.3561484919,64,Control,1,11/2
256,3,0.47318611990000004,65,Control,1,11/2
257,3,0.5303225806,66,Control,1,11/2
258,3,,67,Control,1,11/2
259,3,0.5,68,Control,1,11/2
260,3,0.6073298429,69,Control,1,11/2
261,3,0.9110807114,70,Control,1,11/2
262,3,0.5307692307999999,71,Control,1,11/2
263,3,0.45794392520000005,72,Control,1,11/2
264,3,0.523255814,73,Control,1,11/2
265,3,0.4642857143,74,Control,1,11/2
266,3,0.3309608541,75,Control,1,11/2
267,3,0.4652406417,76,Control,1,11/2
268,3,0.4478764479,77,Control,1,11/2
269,3,0.3415384615,78,Control,1,11/2
270,3,,79,Control,1,11/2
271,3,0.4082278481,80,Control,1,11/2
272,3,0.5828970332,81,Control,1,11/2
273,3,0.7377049179999999,82,Control,1,11/2
274,3,0.4873096447,83,Control,1,11/2
275,3,0.2689556509,84,Control,1,11/2
276,3,,85,Control,1,11/2
277,3,0.5200617284000001,86,Control,1,11/2
278,3,,87,Control,1,11/2
279,3,0.6470588235,88,Control,1,11/2
280,3,0.3908227848,89,Control,1,11/2
281,3,0.43252595159999996,90,Control,1,11/2
282,3,0.4249394673,91,Control,1,11/2
283,3,0.1374570447,92,Control,1,11/2
284,3,0.40909090909999996,93,Control,1,11/2
285,3,0.6748911465999999,94,Control,1,11/2
286,3,,95,Control,1,11/2
287,3,0.5729813665,96,Control,1,11/2
288,8,0.2362068966,1,Control,1,11/7
289,8,0.11492281300000001,2,Control,1,11/7
290,8,,3,Control,1,11/7
291,8,0.565830721,4,Control,1,11/7
292,8,0.396039604,5,Control,1,11/7
293,8,0.6772486772,6,Control,1,11/7
294,8,0.4522821577,7,Control,1,11/7
295,8,0.7444089456999999,8,Control,1,11/7
296,8,,9,Control,1,11/7
297,8,0.34086629,10,Control,1,11/7
298,8,0.5574614065,11,Control,1,11/7
299,8,,12,Control,1,11/7
300,8,0.4684684685,13,Control,1,11/7
301,8,0.3605633803,14,Control,1,11/7
302,8,0.2988505747,15,Control,1,11/7
303,8,0.3706422018,16,Control,1,11/7
304,8,0.6676096181,17,Control,1,11/7
305,8,,18,Control,1,11/7
306,8,,19,Control,1,11/7
307,8,0.3939393939,20,Control,1,11/7
308,8,0.29887640449999997,21,Control,1,11/7
309,8,0.9257425743000001,22,Control,1,11/7
310,8,,23,Control,1,11/7
311,8,0.5593561368,24,Control,1,11/7
312,8,0.4320987654,25,Control,1,11/7
313,8,0.5283018868,26,Control,1,11/7
314,8,0.6164623468,27,Control,1,11/7
315,8,0.5523178808,28,Control,1,11/7
316,8,0.6741071429000001,29,Control,1,11/7
317,8,0.6004618938,30,Control,1,11/7
318,8,0.41234221600000004,31,Control,1,11/7
319,8,0.6498951782,32,Control,1,11/7
320,8,0.676056338,33,Control,1,11/7
321,8,0.30115830120000003,34,Control,1,11/7
322,8,0.2697466468,35,Control,1,11/7
323,8,,36,Control,1,11/7
324,8,,37,Control,1,11/7
325,8,0.49257425740000005,38,Control,1,11/7
326,8,0.6396396396,39,Control,1,11/7
327,8,0.5206847361,40,Control,1,11/7
328,8,0.568369028,41,Control,1,11/7
329,8,0.3144104803,42,Control,1,11/7
330,8,,43,Control,1,11/7
331,8,,44,Control,1,11/7
332,8,,45,Control,1,11/7
333,8,0.43977591039999997,46,Control,1,11/7
334,8,,47,Control,1,11/7
335,8,,48,Control,1,11/7
336,8,0.4570858283,49,Control,1,11/7
337,8,0.51995439,50,Control,1,11/7
338,8,0.7596899225,51,Control,1,11/7
339,8,0.3642960813,52,Control,1,11/7
340,8,,53,Control,1,11/7
341,8,,54,Control,1,11/7
342,8,,55,Control,1,11/7
343,8,0.47978436659999996,56,Control,1,11/7
344,8,0.1818181818,57,Control,1,11/7
345,8,0.3182711198,58,Control,1,11/7
346,8,,59,Control,1,11/7
347,8,0.4238410596,60,Control,1,11/7
348,8,0.41624874619999996,61,Control,1,11/7
349,8,,62,Control,1,11/7
350,8,0.3308605341,63,Control,1,11/7
351,8,0.4602272727,64,Control,1,11/7
352,8,,65,Control,1,11/7
353,8,0.5789473684,66,Control,1,11/7
354,8,,67,Control,1,11/7
355,8,,68,Control,1,11/7
356,8,0.3466981132,69,Control,1,11/7
357,8,0.7601351351000001,70,Control,1,11/7
358,8,0.4175824176,71,Control,1,11/7
359,8,0.5566037736,72,Control,1,11/7
360,8,0.5850340136,73,Control,1,11/7
361,8,,74,Control,1,11/7
362,8,0.3140350877,75,Control,1,11/7
363,8,0.7142857143000001,76,Control,1,11/7
364,8,0.40909090909999996,77,Control,1,11/7
365,8,0.235908142,78,Control,1,11/7
366,8,,79,Control,1,11/7
367,8,0.44813278009999996,80,Control,1,11/7
368,8,0.6865671642,81,Control,1,11/7
369,8,,82,Control,1,11/7
370,8,0.4270833333,83,Control,1,11/7
371,8,0.3640167364,84,Control,1,11/7
372,8,,85,Control,1,11/7
373,8,,86,Control,1,11/7
374,8,,87,Control,1,11/7
375,8,0.6304347826,88,Control,1,11/7
376,8,0.378021978,89,Control,1,11/7
377,8,,90,Control,1,11/7
378,8,,91,Control,1,11/7
379,8,0.3358070501,92,Control,1,11/7
380,8,0.3407407407,93,Control,1,11/7
381,8,0.5195121951,94,Control,1,11/7
382,8,0.6152450091,95,Control,1,11/7
383,8,,96,Control,1,11/7
384,9,0.1975903614,1,Control,1,11/8
385,9,0.1467025572,2,Control,1,11/8
386,9,,3,Control,1,11/8
387,9,0.5364485981,4,Control,1,11/8
388,9,0.3019726859,5,Control,1,11/8
389,9,0.6766666667,6,Control,1,11/8
390,9,0.6456876457,7,Control,1,11/8
391,9,0.7471264368000001,8,Control,1,11/8
392,9,,9,Control,1,11/8
393,9,0.504784689,10,Control,1,11/8
394,9,0.4735294118,11,Control,1,11/8
395,9,,12,Control,1,11/8
396,9,,13,Control,1,11/8
397,9,0.5327102804,14,Control,1,11/8
398,9,0.4051172708,15,Control,1,11/8
399,9,0.4024096386,16,Control,1,11/8
400,9,0.3935483871,17,Control,1,11/8
401,9,,18,Control,1,11/8
402,9,,19,Control,1,11/8
403,9,0.28648648649999997,20,Control,1,11/8
404,9,0.2916666667,21,Control,1,11/8
405,9,,22,Control,1,11/8
406,9,,23,Control,1,11/8
407,9,0.5213675214,24,Control,1,11/8
408,9,0.38192419829999996,25,Control,1,11/8
409,9,0.4,26,Control,1,11/8
410,9,0.6033755274,27,Control,1,11/8
411,9,0.5658093797,28,Control,1,11/8
412,9,0.6675427070000001,29,Control,1,11/8
413,9,0.6032064128,30,Control,1,11/8
414,9,0.4352941176,31,Control,1,11/8
415,9,0.5220588235,32,Control,1,11/8
416,9,0.6875934229999999,33,Control,1,11/8
417,9,0.28414096920000004,34,Control,1,11/8
418,9,0.42765957450000003,35,Control,1,11/8
419,9,,36,Control,1,11/8
420,9,,37,Control,1,11/8
421,9,0.5520661157,38,Control,1,11/8
422,9,0.6924050633,39,Control,1,11/8
423,9,0.3681102362,40,Control,1,11/8
424,9,0.5724907063,41,Control,1,11/8
425,9,0.2719594595,42,Control,1,11/8
426,9,,43,Control,1,11/8
427,9,,44,Control,1,11/8
428,9,,45,Control,1,11/8
429,9,0.41125541130000004,46,Control,1,11/8
430,9,,47,Control,1,11/8
431,9,,48,Control,1,11/8
432,9,0.3333333333,49,Control,1,11/8
433,9,,50,Control,1,11/8
434,9,,51,Control,1,11/8
435,9,0.5787965615999999,52,Control,1,11/8
436,9,,53,Control,1,11/8
437,9,,54,Control,1,11/8
438,9,,55,Control,1,11/8
439,9,0.525,56,Control,1,11/8
440,9,,57,Control,1,11/8
441,9,0.39560439560000005,58,Control,1,11/8
442,9,,59,Control,1,11/8
443,9,0.4682713348,60,Control,1,11/8
444,9,0.4282238443,61,Control,1,11/8
445,9,0.5209580838,62,Control,1,11/8
446,9,0.3925438596,63,Control,1,11/8
